event_id,user_id,event_name,event_date,channel,user_type
675,264,activation,2024-01-25,paid_search,mobile
4845,2009,activation,2024-01-11,referral,desktop
7011,2902,purchase,2024-03-11,paid_search,mobile
8129,3371,signup,2024-04-01,referral,mobile
7268,3019,signup,2024-04-02,organic,mobile
4666,1938,activation,2024-04-17,organic,desktop
929,368,signup,2024-03-12,email,mobile
5891,2448,signup,2024-01-20,paid_search,desktop
6874,2849,activation,2024-01-13,organic,desktop
3582,1477,activation,2024-04-08,referral,mobile
4256,1770,signup,2024-04-04,organic,mobile
8054,3339,purchase,2024-02-23,referral,mobile
2438,1006,purchase,2024-04-19,paid_search,desktop
284,115,purchase,2024-03-10,email,mobile
3554,1466,activation,2024-04-13,paid_search,desktop
839,330,signup,2024-04-11,social,desktop
4741,1966,activation,2024-01-12,social,desktop
1278,506,purchase,2024-01-14,organic,desktop
3657,1511,purchase,2024-04-29,social,mobile
5326,2212,signup,2024-04-28,paid_search,desktop
1253,496,activation,2024-02-05,referral,desktop
9665,3997,purchase,2024-02-15,referral,mobile
6136,2544,signup,2024-01-14,paid_search,mobile
3276,1355,activation,2024-01-18,organic,desktop
6824,2829,activation,2024-01-08,referral,mobile
7971,3300,signup,2024-02-04,paid_search,mobile
1173,464,signup,2024-01-01,organic,mobile
1137,450,purchase,2024-04-24,referral,mobile
8712,3607,signup,2024-01-07,referral,desktop
8922,3692,signup,2024-03-21,social,mobile
63,29,signup,2024-04-22,social,mobile
4934,2044,activation,2024-04-21,referral,mobile
3827,1585,activation,2024-04-03,email,desktop
16,9,signup,2024-04-19,email,mobile
7310,3033,purchase,2024-03-02,referral,mobile
7806,3232,signup,2024-02-29,email,desktop
4663,1937,signup,2024-04-27,organic,desktop
337,133,purchase,2024-01-16,organic,desktop
7823,3239,activation,2024-03-07,paid_search,desktop
9578,3959,activation,2024-03-01,paid_search,desktop
9657,3994,signup,2024-01-03,social,mobile
6512,2698,purchase,2024-04-25,email,mobile
7302,3031,purchase,2024-02-02,paid_search,mobile
6310,2612,signup,2024-02-21,paid_search,mobile
6350,2630,purchase,2024-04-26,organic,desktop
8713,3607,activation,2024-01-07,referral,desktop
559,223,purchase,2024-04-18,paid_search,mobile
2938,1210,activation,2024-01-31,organic,mobile
421,169,activation,2024-04-03,referral,mobile
3009,1241,signup,2024-03-06,paid_search,desktop
4637,1926,signup,2024-01-22,referral,mobile
8227,3410,activation,2024-01-23,paid_search,mobile
2276,933,signup,2024-02-11,paid_search,mobile
3485,1438,signup,2024-04-08,organic,mobile
882,347,activation,2024-04-19,organic,desktop
4631,1924,activation,2024-02-12,email,desktop
4983,2066,signup,2024-01-30,referral,mobile
5857,2431,activation,2024-03-29,paid_search,desktop
5848,2427,purchase,2024-05-04,organic,desktop
2948,1213,activation,2024-01-26,paid_search,mobile
4588,1904,activation,2024-01-14,paid_search,desktop
530,213,activation,2024-02-06,organic,desktop
8469,3511,purchase,2024-02-21,organic,desktop
5562,2319,purchase,2024-03-27,social,mobile
6631,2747,activation,2024-01-30,referral,mobile
5261,2189,signup,2024-02-22,paid_search,mobile
4008,1665,signup,2024-01-26,organic,desktop
8558,3548,activation,2024-03-04,social,desktop
9129,3772,signup,2024-04-04,organic,mobile
3451,1421,purchase,2024-03-26,email,desktop
7274,3021,signup,2024-04-23,social,desktop
5214,2165,activation,2024-03-20,paid_search,desktop
3310,1367,signup,2024-02-08,social,mobile
7872,3260,activation,2024-02-08,email,mobile
1552,633,purchase,2024-01-05,organic,mobile
7691,3183,signup,2024-02-14,organic,desktop
2860,1178,activation,2024-02-13,email,desktop
1937,791,activation,2024-02-04,social,desktop
7900,3271,activation,2024-01-13,organic,mobile
5106,2119,purchase,2024-01-18,organic,desktop
8970,3713,signup,2024-02-20,paid_search,mobile
3705,1531,signup,2024-04-07,organic,desktop
7968,3298,signup,2024-02-18,organic,mobile
1933,790,purchase,2024-04-07,referral,desktop
5184,2152,activation,2024-01-02,email,mobile
7628,3158,activation,2024-01-01,paid_search,mobile
9355,3865,signup,2024-02-29,social,desktop
8680,3594,signup,2024-01-26,paid_search,mobile
4605,1911,purchase,2024-02-19,organic,mobile
3285,1359,signup,2024-03-26,email,desktop
1378,549,signup,2024-03-16,referral,mobile
7629,3158,purchase,2024-01-06,paid_search,mobile
6670,2763,signup,2024-02-08,referral,desktop
5990,2488,signup,2024-03-23,referral,mobile
9206,3807,signup,2024-02-02,email,mobile
7454,3092,activation,2024-02-15,referral,desktop
2268,930,purchase,2024-01-27,email,mobile
6928,2868,purchase,2024-02-08,organic,mobile
4273,1775,purchase,2024-04-11,referral,mobile
6497,2692,purchase,2024-03-07,organic,desktop
8322,3451,activation,2024-04-28,organic,mobile
1909,779,activation,2024-01-19,organic,mobile
277,112,activation,2024-04-07,email,desktop
479,193,signup,2024-03-01,paid_search,mobile
6379,2645,purchase,2024-04-18,organic,mobile
6813,2825,signup,2024-02-19,social,mobile
1319,524,signup,2024-03-26,referral,mobile
4746,1969,activation,2024-04-16,email,mobile
5475,2281,signup,2024-01-14,social,desktop
5465,2277,signup,2024-01-13,social,desktop
5235,2175,activation,2024-03-19,organic,desktop
1274,505,purchase,2024-04-23,paid_search,desktop
7866,3257,activation,2024-01-24,organic,mobile
4090,1700,purchase,2024-02-09,referral,mobile
4756,1974,activation,2024-04-08,organic,mobile
9513,3933,purchase,2024-01-14,email,desktop
801,314,signup,2024-02-23,social,mobile
7220,2994,signup,2024-04-21,paid_search,desktop
2184,895,signup,2024-02-23,social,mobile
7203,2989,signup,2024-04-19,organic,mobile
8618,3571,activation,2024-04-19,referral,mobile
1231,485,purchase,2024-02-02,organic,desktop
4926,2041,signup,2024-02-11,organic,desktop
1709,693,purchase,2024-02-15,social,desktop
3005,1239,activation,2024-04-01,email,mobile
1421,571,signup,2024-01-20,social,mobile
1157,457,activation,2024-04-04,paid_search,mobile
1850,751,signup,2024-04-26,paid_search,desktop
1940,792,purchase,2024-01-17,referral,desktop
7834,3243,purchase,2024-04-07,referral,mobile
8045,3335,purchase,2024-02-23,organic,mobile
7472,3099,purchase,2024-04-29,email,desktop
4940,2047,signup,2024-02-11,email,desktop
7034,2914,purchase,2024-01-12,email,mobile
5775,2403,signup,2024-01-19,paid_search,mobile
2526,1041,activation,2024-01-19,social,desktop
3953,1640,activation,2024-01-16,paid_search,mobile
5049,2094,purchase,2024-04-30,paid_search,mobile
3609,1492,signup,2024-04-23,paid_search,mobile
1673,681,purchase,2024-03-06,email,mobile
667,262,signup,2024-03-14,organic,desktop
7261,3015,activation,2024-01-20,organic,mobile
7562,3133,signup,2024-03-05,referral,desktop
1569,640,activation,2024-02-23,email,desktop
6045,2508,signup,2024-02-29,social,mobile
6905,2861,purchase,2024-01-23,referral,desktop
4994,2069,purchase,2024-03-15,social,mobile
4294,1783,activation,2024-02-10,paid_search,mobile
7851,3251,signup,2024-03-19,social,mobile
6059,2516,signup,2024-02-14,social,desktop
5136,2130,purchase,2024-01-21,referral,mobile
4932,2043,activation,2024-01-17,paid_search,mobile
5277,2195,signup,2024-01-07,organic,mobile
5664,2358,signup,2024-03-06,referral,mobile
2318,953,activation,2024-03-30,referral,desktop
2551,1051,signup,2024-01-16,email,mobile
8535,3541,signup,2024-04-27,social,mobile
4151,1727,signup,2024-03-31,paid_search,mobile
3344,1381,activation,2024-04-13,referral,mobile
935,371,signup,2024-01-11,paid_search,mobile
8921,3691,purchase,2024-03-02,referral,mobile
6293,2605,purchase,2024-04-16,referral,desktop
9645,3989,activation,2024-01-13,email,mobile
471,189,activation,2024-02-27,paid_search,mobile
6987,2894,signup,2024-03-30,organic,mobile
4036,1676,purchase,2024-03-26,organic,desktop
7436,3086,activation,2024-02-28,organic,mobile
6502,2694,activation,2024-02-14,organic,mobile
8205,3402,purchase,2024-02-06,organic,desktop
620,241,purchase,2024-01-29,email,mobile
4325,1798,activation,2024-03-18,organic,mobile
6432,2667,purchase,2024-03-30,paid_search,desktop
4051,1683,activation,2024-01-12,referral,mobile
9419,3890,purchase,2024-03-20,organic,mobile
2602,1070,purchase,2024-02-21,email,desktop
8220,3408,activation,2024-02-16,paid_search,mobile
807,316,activation,2024-04-13,organic,mobile
8368,3469,signup,2024-02-22,paid_search,mobile
8662,3587,purchase,2024-02-07,paid_search,mobile
3313,1368,activation,2024-04-24,organic,mobile
8305,3445,signup,2024-02-02,referral,mobile
4953,2053,signup,2024-04-15,paid_search,desktop
8285,3436,signup,2024-02-10,paid_search,mobile
3185,1320,signup,2024-04-14,paid_search,desktop
7275,3022,signup,2024-04-27,social,desktop
7536,3121,activation,2024-04-29,email,desktop
2625,1079,signup,2024-02-26,paid_search,mobile
5922,2461,activation,2024-02-19,referral,mobile
1136,450,purchase,2024-04-24,referral,mobile
447,182,signup,2024-04-16,paid_search,desktop
927,367,activation,2024-02-20,organic,mobile
7430,3084,signup,2024-04-12,social,mobile
5941,2467,signup,2024-03-01,referral,desktop
2371,979,signup,2024-02-05,social,desktop
9084,3753,signup,2024-04-10,paid_search,desktop
349,138,signup,2024-04-12,organic,mobile
6787,2816,activation,2024-03-05,email,desktop
28,14,signup,2024-02-03,paid_search,mobile
507,203,activation,2024-03-19,social,mobile
5471,2279,signup,2024-01-06,referral,mobile
7168,2974,activation,2024-04-27,email,mobile
6082,2524,activation,2024-04-24,paid_search,desktop
993,396,purchase,2024-01-18,referral,desktop
612,240,signup,2024-02-02,referral,mobile
6334,2625,signup,2024-01-07,email,mobile
6887,2855,signup,2024-03-08,organic,desktop
942,375,signup,2024-01-28,paid_search,desktop
7134,2959,signup,2024-01-15,referral,mobile
6356,2633,signup,2024-04-16,paid_search,mobile
7936,3284,purchase,2024-03-03,referral,mobile
5238,2177,activation,2024-04-27,organic,mobile
4622,1921,activation,2024-04-14,organic,desktop
1522,617,signup,2024-01-06,organic,mobile
5112,2122,signup,2024-03-04,social,mobile
4535,1886,activation,2024-03-21,referral,mobile
488,196,purchase,2024-03-31,referral,mobile
8636,3577,purchase,2024-02-11,referral,desktop
6094,2527,signup,2024-04-04,organic,desktop
6376,2644,signup,2024-03-15,paid_search,desktop
6204,2574,signup,2024-01-24,referral,desktop
4685,1945,activation,2024-01-11,organic,mobile
3911,1620,activation,2024-01-10,organic,mobile
8475,3515,signup,2024-02-05,organic,desktop
8869,3671,purchase,2024-02-18,email,desktop
616,241,signup,2024-01-20,email,mobile
1391,554,signup,2024-02-10,paid_search,desktop
5107,2119,purchase,2024-01-22,organic,desktop
5178,2150,signup,2024-01-24,referral,desktop
443,180,purchase,2024-02-21,organic,desktop
4462,1859,activation,2024-02-27,referral,desktop
8367,3468,purchase,2024-03-03,social,mobile
8623,3572,signup,2024-01-15,paid_search,desktop
4032,1675,signup,2024-01-22,social,mobile
7574,3137,activation,2024-01-01,paid_search,desktop
1266,502,activation,2024-01-15,organic,mobile
2537,1045,signup,2024-02-26,social,mobile
2141,880,activation,2024-01-20,referral,desktop
4768,1978,activation,2024-01-30,organic,mobile
3653,1510,activation,2024-04-11,organic,mobile
7292,3028,purchase,2024-02-16,email,mobile
4821,2000,purchase,2024-04-18,social,mobile
8588,3561,purchase,2024-05-09,social,desktop
8478,3515,purchase,2024-02-10,organic,desktop
4824,2002,signup,2024-01-11,referral,mobile
1394,557,signup,2024-01-23,social,mobile
7884,3265,activation,2024-02-08,organic,desktop
735,289,signup,2024-04-19,organic,mobile
3514,1449,purchase,2024-03-25,organic,mobile
8715,3609,signup,2024-04-28,referral,mobile
1321,524,purchase,2024-04-02,referral,mobile
5113,2122,activation,2024-03-06,social,mobile
7701,3188,signup,2024-01-31,referral,desktop
7303,3032,signup,2024-02-15,organic,mobile
9547,3946,activation,2024-02-28,organic,mobile
6611,2738,purchase,2024-04-15,organic,desktop
8431,3494,activation,2024-04-14,social,mobile
5671,2361,activation,2024-01-09,referral,desktop
258,105,purchase,2024-02-12,email,mobile
648,252,activation,2024-03-07,organic,mobile
4075,1694,purchase,2024-03-30,organic,mobile
3334,1377,signup,2024-02-05,organic,desktop
7148,2963,signup,2024-03-09,organic,desktop
5114,2123,signup,2024-01-22,organic,mobile
2039,837,activation,2024-03-22,email,mobile
5785,2405,purchase,2024-05-06,referral,mobile
6616,2740,purchase,2024-02-03,paid_search,mobile
3874,1605,signup,2024-03-10,paid_search,mobile
5895,2450,signup,2024-04-05,paid_search,mobile
8947,3703,signup,2024-03-27,organic,mobile
189,81,purchase,2024-03-23,email,mobile
9664,3997,purchase,2024-02-15,referral,mobile
3301,1363,purchase,2024-03-08,organic,desktop
1692,688,signup,2024-03-09,organic,mobile
9266,3831,signup,2024-02-14,email,desktop
5601,2332,purchase,2024-05-11,paid_search,mobile
2436,1006,signup,2024-04-16,paid_search,desktop
2247,921,activation,2024-04-04,paid_search,desktop
7474,3100,activation,2024-03-28,paid_search,mobile
7414,3077,signup,2024-01-19,referral,desktop
523,211,purchase,2024-04-14,organic,mobile
8782,3634,purchase,2024-05-12,email,desktop
2445,1010,activation,2024-04-19,organic,mobile
1264,501,activation,2024-03-07,social,mobile
3417,1408,purchase,2024-02-26,referral,mobile
9401,3883,signup,2024-02-21,social,desktop
4138,1719,signup,2024-02-05,organic,desktop
1635,666,signup,2024-01-13,organic,desktop
5461,2274,activation,2024-04-13,organic,mobile
2946,1212,activation,2024-03-16,organic,desktop
562,224,activation,2024-02-18,organic,mobile
4739,1965,purchase,2024-05-02,referral,mobile
7763,3214,purchase,2024-04-07,organic,mobile
4553,1891,activation,2024-02-08,social,mobile
8342,3461,signup,2024-03-10,organic,mobile
1590,646,activation,2024-04-15,referral,desktop
7091,2941,signup,2024-04-06,email,desktop
6020,2498,purchase,2024-04-10,email,mobile
9457,3909,purchase,2024-04-29,referral,mobile
4342,1808,signup,2024-02-12,organic,desktop
8304,3444,signup,2024-03-31,referral,mobile
5584,2327,signup,2024-02-21,organic,mobile
6739,2795,activation,2024-03-27,social,mobile
2386,986,purchase,2024-04-02,organic,mobile
5772,2401,purchase,2024-04-27,referral,mobile
5375,2231,signup,2024-04-14,paid_search,mobile
5337,2215,purchase,2024-04-25,social,mobile
8935,3698,purchase,2024-04-27,referral,desktop
4003,1663,activation,2024-02-12,referral,mobile
9364,3868,signup,2024-01-24,paid_search,mobile
7241,3003,signup,2024-02-25,social,mobile
6720,2786,signup,2024-04-29,paid_search,desktop
1642,669,activation,2024-01-28,email,mobile
4464,1859,purchase,2024-03-03,referral,desktop
5191,2155,purchase,2024-01-16,paid_search,mobile
570,226,purchase,2024-03-14,paid_search,mobile
5169,2145,activation,2024-02-01,paid_search,mobile
1171,463,purchase,2024-04-29,social,desktop
8318,3449,purchase,2024-03-31,social,desktop
4356,1813,purchase,2024-02-10,organic,desktop
184,80,signup,2024-04-17,social,mobile
9211,3808,purchase,2024-02-17,paid_search,mobile
3792,1570,purchase,2024-04-23,paid_search,mobile
4004,1663,purchase,2024-02-17,referral,mobile
351,138,purchase,2024-04-19,organic,mobile
7127,2956,signup,2024-02-26,organic,mobile
8281,3434,signup,2024-03-30,social,desktop
1664,678,signup,2024-01-04,referral,mobile
3064,1270,signup,2024-04-03,social,mobile
9250,3825,activation,2024-01-30,organic,desktop
7833,3243,purchase,2024-04-06,referral,mobile
8566,3552,purchase,2024-04-19,referral,desktop
5623,2343,activation,2024-02-05,organic,desktop
781,305,purchase,2024-04-29,referral,mobile
1296,515,signup,2024-04-26,organic,desktop
4382,1826,signup,2024-03-15,organic,desktop
8312,3448,signup,2024-02-02,email,desktop
1815,736,signup,2024-04-14,referral,mobile
2665,1097,activation,2024-04-08,paid_search,mobile
1861,756,activation,2024-01-30,social,mobile
1471,597,activation,2024-05-01,referral,desktop
5020,2083,signup,2024-01-13,email,mobile
1190,470,signup,2024-04-22,paid_search,mobile
66,30,activation,2024-01-14,organic,desktop
2695,1110,signup,2024-03-07,organic,mobile
8594,3564,signup,2024-04-30,organic,mobile
2725,1122,signup,2024-01-30,paid_search,desktop
587,231,activation,2024-04-11,organic,mobile
7096,2942,activation,2024-01-25,email,mobile
8551,3545,purchase,2024-02-24,paid_search,desktop
1124,446,activation,2024-03-13,paid_search,mobile
3481,1437,activation,2024-04-11,email,desktop
4803,1992,activation,2024-02-21,referral,mobile
4216,1751,purchase,2024-02-22,referral,mobile
6845,2837,signup,2024-03-18,organic,mobile
3500,1442,purchase,2024-04-26,organic,mobile
2679,1104,signup,2024-02-06,email,mobile
3884,1608,purchase,2024-03-05,social,desktop
1427,574,purchase,2024-02-04,paid_search,desktop
8434,3495,purchase,2024-04-16,organic,mobile
7428,3082,purchase,2024-01-13,organic,mobile
5780,2405,signup,2024-04-08,referral,mobile
9633,3983,activation,2024-03-25,paid_search,mobile
9531,3939,signup,2024-04-09,paid_search,desktop
5128,2129,signup,2024-03-15,social,mobile
4888,2026,purchase,2024-04-21,social,mobile
1771,717,signup,2024-02-02,email,mobile
1632,664,purchase,2024-02-04,referral,mobile
6460,2677,signup,2024-04-18,organic,mobile
1075,428,purchase,2024-05-03,referral,desktop
1871,763,signup,2024-04-09,paid_search,mobile
9085,3753,activation,2024-04-11,paid_search,desktop
6763,2807,signup,2024-01-24,social,mobile
1696,690,signup,2024-02-17,referral,mobile
9404,3885,signup,2024-03-17,social,mobile
3307,1365,activation,2024-01-27,organic,mobile
8021,3324,activation,2024-04-16,paid_search,desktop
9619,3978,purchase,2024-04-10,referral,desktop
8191,3395,purchase,2024-04-09,organic,mobile
4748,1969,purchase,2024-04-19,email,mobile
3355,1385,signup,2024-01-08,organic,desktop
4244,1763,activation,2024-04-02,referral,mobile
8751,3621,purchase,2024-02-06,organic,mobile
3726,1540,activation,2024-02-27,referral,desktop
3725,1540,signup,2024-02-27,referral,desktop
6014,2497,purchase,2024-04-21,email,desktop
1080,430,signup,2024-04-13,organic,desktop
7994,3314,signup,2024-01-19,organic,mobile
5213,2165,signup,2024-03-19,paid_search,desktop
1741,705,purchase,2024-02-01,referral,mobile
1119,443,purchase,2024-01-28,email,mobile
968,386,activation,2024-04-12,referral,mobile
2261,928,signup,2024-03-31,organic,mobile
157,69,purchase,2024-04-09,referral,mobile
1052,419,purchase,2024-01-14,email,desktop
3463,1427,signup,2024-02-10,paid_search,desktop
7343,3046,purchase,2024-04-15,paid_search,mobile
7516,3114,activation,2024-01-13,organic,mobile
9034,3732,activation,2024-03-17,social,desktop
309,123,purchase,2024-03-08,email,desktop
2874,1183,activation,2024-01-31,paid_search,mobile
4584,1903,purchase,2024-01-24,referral,desktop
7266,3018,activation,2024-04-12,referral,mobile
8979,3716,activation,2024-04-21,referral,mobile
3061,1269,activation,2024-01-12,email,mobile
4110,1708,signup,2024-04-08,social,mobile
4930,2042,signup,2024-02-13,social,desktop
6189,2566,signup,2024-04-12,email,mobile
6560,2720,purchase,2024-03-21,referral,desktop
2823,1158,signup,2024-04-30,referral,mobile
7420,3080,signup,2024-01-29,paid_search,desktop
9388,3877,activation,2024-02-25,organic,mobile
3772,1560,activation,2024-03-12,paid_search,desktop
8918,3691,activation,2024-02-03,referral,mobile
2126,872,activation,2024-02-10,paid_search,mobile
25,12,activation,2024-01-31,referral,desktop
7992,3313,signup,2024-04-17,referral,mobile
5093,2114,purchase,2024-02-22,email,mobile
7754,3211,purchase,2024-04-25,referral,desktop
9019,3727,purchase,2024-04-18,paid_search,mobile
8115,3365,signup,2024-02-15,referral,mobile
4469,1860,purchase,2024-03-01,referral,mobile
5998,2490,signup,2024-03-31,paid_search,mobile
3266,1351,signup,2024-04-28,paid_search,mobile
1409,566,signup,2024-04-10,paid_search,desktop
127,57,signup,2024-03-06,paid_search,mobile
6593,2732,signup,2024-02-06,email,desktop
8047,3336,activation,2024-01-27,paid_search,desktop
199,84,purchase,2024-01-31,email,desktop
7480,3103,activation,2024-01-05,paid_search,mobile
1658,675,activation,2024-02-21,organic,mobile
8442,3499,purchase,2024-03-25,referral,mobile
3490,1440,purchase,2024-03-08,email,mobile
4780,1983,signup,2024-02-26,organic,mobile
2594,1067,purchase,2024-03-20,social,desktop
1585,645,signup,2024-02-03,social,mobile
2884,1186,purchase,2024-02-09,referral,desktop
2387,987,signup,2024-01-16,referral,mobile
9197,3801,activation,2024-01-02,referral,desktop
432,176,signup,2024-03-08,organic,mobile
2480,1025,signup,2024-04-14,referral,mobile
7624,3157,signup,2024-04-30,social,desktop
6132,2541,activation,2024-01-08,paid_search,mobile
2817,1156,purchase,2024-04-06,organic,mobile
2696,1111,signup,2024-01-13,paid_search,mobile
9138,3776,activation,2024-04-20,referral,mobile
1764,715,activation,2024-01-26,organic,mobile
2458,1015,purchase,2024-04-20,social,desktop
1397,559,signup,2024-02-23,social,desktop
6922,2867,activation,2024-01-28,organic,mobile
5525,2301,activation,2024-03-28,referral,desktop
7448,3090,purchase,2024-03-03,referral,mobile
3823,1583,activation,2024-01-04,organic,desktop
7795,3228,purchase,2024-03-08,social,desktop
7409,3076,signup,2024-04-10,organic,desktop
3226,1334,activation,2024-01-14,referral,mobile
556,222,purchase,2024-02-02,paid_search,desktop
2952,1215,purchase,2024-03-02,referral,mobile
4664,1937,activation,2024-04-28,organic,desktop
2029,833,signup,2024-03-25,paid_search,mobile
6932,2871,activation,2024-03-24,email,mobile
7776,3222,signup,2024-04-16,organic,desktop
3054,1264,activation,2024-04-05,email,mobile
7301,3031,activation,2024-01-28,paid_search,mobile
6491,2690,purchase,2024-02-15,social,mobile
4275,1776,activation,2024-02-25,referral,mobile
8912,3689,signup,2024-03-06,organic,mobile
243,102,signup,2024-01-14,referral,desktop
5878,2442,signup,2024-02-07,paid_search,desktop
9238,3821,activation,2024-04-12,organic,desktop
7521,3116,activation,2024-04-22,social,mobile
2518,1038,purchase,2024-02-28,email,desktop
7251,3010,signup,2024-04-02,social,mobile
943,375,activation,2024-01-30,paid_search,desktop
3195,1323,activation,2024-02-18,paid_search,desktop
2643,1086,activation,2024-03-14,referral,mobile
2911,1197,signup,2024-04-04,referral,mobile
7618,3155,signup,2024-03-11,referral,mobile
8299,3442,activation,2024-02-23,referral,desktop
2990,1231,signup,2024-01-13,email,desktop
9328,3852,purchase,2024-05-12,social,desktop
4140,1720,signup,2024-01-08,organic,desktop
3423,1411,signup,2024-01-18,referral,mobile
6170,2558,signup,2024-03-16,organic,mobile
260,106,signup,2024-01-10,organic,mobile
5851,2428,purchase,2024-04-22,referral,desktop
5196,2156,purchase,2024-04-04,email,mobile
7689,3182,purchase,2024-03-09,referral,desktop
5949,2468,purchase,2024-01-29,email,desktop
483,194,purchase,2024-04-21,paid_search,desktop
8450,3502,activation,2024-04-15,paid_search,mobile
7523,3117,activation,2024-01-29,paid_search,desktop
8313,3448,activation,2024-02-02,email,desktop
7308,3033,purchase,2024-02-27,referral,mobile
6786,2816,signup,2024-03-04,email,desktop
1303,517,activation,2024-03-09,organic,desktop
1759,712,purchase,2024-02-03,organic,desktop
301,121,signup,2024-01-19,paid_search,mobile
1518,615,purchase,2024-03-12,organic,desktop
8541,3542,activation,2024-01-11,paid_search,desktop
9616,3977,signup,2024-02-28,paid_search,desktop
5757,2396,signup,2024-01-19,organic,desktop
9323,3850,purchase,2024-03-05,referral,mobile
6694,2773,purchase,2024-02-21,organic,desktop
135,60,purchase,2024-05-13,paid_search,mobile
7199,2987,activation,2024-03-11,referral,desktop
538,216,signup,2024-03-21,paid_search,mobile
3034,1252,signup,2024-04-20,organic,desktop
3232,1335,activation,2024-03-29,referral,desktop
6157,2552,signup,2024-03-16,organic,mobile
743,294,signup,2024-01-08,paid_search,desktop
7787,3225,activation,2024-04-20,social,mobile
280,115,signup,2024-03-01,email,mobile
436,178,signup,2024-01-11,organic,mobile
4009,1665,activation,2024-01-28,organic,desktop
1592,647,activation,2024-04-09,social,mobile
3951,1639,signup,2024-01-18,social,desktop
2216,908,signup,2024-04-11,paid_search,desktop
3557,1468,activation,2024-02-05,paid_search,desktop
7340,3046,signup,2024-04-07,paid_search,mobile
2935,1208,activation,2024-03-29,organic,mobile
633,246,activation,2024-02-02,organic,mobile
8953,3706,activation,2024-04-22,organic,mobile
8093,3355,purchase,2024-02-03,organic,desktop
2277,934,signup,2024-01-29,social,desktop
8443,3499,purchase,2024-03-26,referral,mobile
3598,1485,activation,2024-01-27,email,desktop
2032,834,activation,2024-04-19,email,mobile
8706,3604,purchase,2024-02-01,social,desktop
4135,1718,activation,2024-02-17,organic,mobile
2770,1139,signup,2024-02-20,paid_search,desktop
1958,801,signup,2024-04-26,referral,mobile
6949,2877,purchase,2024-03-15,paid_search,desktop
6794,2818,activation,2024-01-23,organic,desktop
4980,2064,purchase,2024-02-21,referral,mobile
170,75,purchase,2024-03-12,referral,mobile
6735,2793,activation,2024-02-18,organic,desktop
3161,1310,activation,2024-04-11,organic,desktop
9336,3857,activation,2024-01-02,organic,desktop
173,76,purchase,2024-02-02,organic,mobile
5084,2109,purchase,2024-01-25,organic,mobile
6644,2752,signup,2024-04-01,organic,mobile
1446,585,signup,2024-01-20,social,mobile
2362,974,signup,2024-04-19,paid_search,mobile
7501,3109,purchase,2024-02-03,paid_search,mobile
7411,3076,purchase,2024-04-16,organic,desktop
4413,1841,signup,2024-02-03,organic,mobile
7681,3179,purchase,2024-01-23,social,mobile
8809,3647,purchase,2024-02-12,email,mobile
7899,3271,signup,2024-01-12,organic,mobile
7768,3218,signup,2024-01-05,social,mobile
2421,999,activation,2024-04-02,email,desktop
9156,3785,activation,2024-04-10,paid_search,desktop
5704,2374,purchase,2024-03-25,referral,desktop
6859,2844,activation,2024-01-13,referral,mobile
8343,3462,signup,2024-02-19,paid_search,mobile
8961,3709,activation,2024-01-17,organic,desktop
3398,1402,activation,2024-03-19,referral,mobile
5102,2117,activation,2024-02-27,email,mobile
5227,2171,signup,2024-02-25,organic,desktop
1498,608,activation,2024-03-29,email,mobile
7877,3263,signup,2024-03-29,paid_search,mobile
2931,1207,signup,2024-02-20,organic,mobile
2288,939,signup,2024-02-06,referral,mobile
3077,1274,activation,2024-02-27,email,mobile
668,262,activation,2024-03-14,organic,desktop
5280,2197,signup,2024-01-06,social,desktop
3670,1517,signup,2024-02-10,paid_search,desktop
6365,2637,activation,2024-02-05,email,mobile
6723,2788,signup,2024-02-23,organic,desktop
2500,1032,signup,2024-02-21,organic,desktop
5555,2316,signup,2024-03-05,organic,mobile
4625,1922,signup,2024-04-08,organic,desktop
47,23,signup,2024-02-09,referral,mobile
2197,900,signup,2024-04-11,social,desktop
32,16,purchase,2024-01-30,paid_search,desktop
1979,811,signup,2024-01-07,paid_search,mobile
315,125,signup,2024-01-05,paid_search,mobile
9642,3987,activation,2024-04-17,social,mobile
2705,1114,signup,2024-01-21,paid_search,mobile
4100,1703,purchase,2024-03-19,organic,mobile
6869,2847,purchase,2024-01-23,paid_search,desktop
2055,845,signup,2024-04-12,email,mobile
334,133,activation,2024-01-13,organic,desktop
1795,727,purchase,2024-03-29,social,mobile
2181,894,purchase,2024-01-08,referral,mobile
1687,686,activation,2024-02-07,social,desktop
2361,973,activation,2024-04-18,social,mobile
3857,1597,activation,2024-03-12,social,mobile
2430,1003,signup,2024-04-15,organic,desktop
5209,2161,purchase,2024-02-13,referral,mobile
8466,3511,signup,2024-02-15,organic,desktop
5183,2152,signup,2024-01-01,email,mobile
2358,972,purchase,2024-02-19,paid_search,desktop
7197,2986,purchase,2024-05-07,email,desktop
1377,548,purchase,2024-03-08,paid_search,desktop
1460,593,activation,2024-01-21,email,mobile
6208,2574,purchase,2024-02-02,referral,desktop
1531,623,signup,2024-03-06,social,mobile
2966,1222,activation,2024-02-02,paid_search,mobile
9607,3971,activation,2024-02-09,referral,mobile
5956,2470,purchase,2024-04-20,organic,mobile
9101,3761,signup,2024-01-27,organic,mobile
4176,1736,purchase,2024-01-27,referral,desktop
3418,1408,purchase,2024-02-28,referral,mobile
2370,978,activation,2024-03-17,paid_search,desktop
